epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,578.508,2.14838,2.64565,1.79451,0.23023,0.19476,0.11617,0.04464,2.46462,3.01485,2.1738,0.0012608,0.0012608,0.0012608
58,588.629,2.13066,2.62649,1.81637,0.17429,0.18727,0.09599,0.03908,2.41862,2.96737,2.15879,0.0012476,0.0012476,0.0012476
59,598.754,2.10918,2.60842,1.78205,0.23543,0.16479,0.11346,0.04494,2.37647,2.92319,2.10864,0.0012344,0.0012344,0.0012344
60,608.789,2.09156,2.62638,1.7677,0.23864,0.20191,0.12506,0.04485,2.38021,2.91566,2.11724,0.0012212,0.0012212,0.0012212
61,618.936,2.09349,2.59603,1.77708,0.22975,0.17603,0.11966,0.04629,2.3837,2.98679,2.10072,0.001208,0.001208,0.001208
62,629.02,2.09042,2.60136,1.75324,0.20332,0.17603,0.10225,0.04007,2.40882,2.93232,2.11749,0.0011948,0.0011948,0.0011948
63,639.127,2.10246,2.53945,1.7676,0.23075,0.19476,0.1143,0.04304,2.40571,2.95135,2.10913,0.0011816,0.0011816,0.0011816
64,649.304,2.06746,2.57511,1.74933,0.25425,0.20225,0.11643,0.04319,2.39786,2.92016,2.07255,0.0011684,0.0011684,0.0011684
65,659.422,2.07908,2.57848,1.75692,0.22122,0.19101,0.12445,0.05376,2.41814,2.85454,2.12473,0.0011552,0.0011552,0.0011552
66,669.543,2.10806,2.59132,1.79129,0.21517,0.21348,0.12795,0.05337,2.40113,2.8587,2.13134,0.001142,0.001142,0.001142
67,679.665,2.06607,2.52534,1.76646,0.25845,0.18352,0.12669,0.04585,2.37493,2.90338,2.10626,0.0011288,0.0011288,0.0011288
68,690.007,2.05097,2.52467,1.75306,0.23097,0.20225,0.12042,0.04339,2.41078,2.92526,2.12797,0.0011156,0.0011156,0.0011156
69,700.07,2.02677,2.50863,1.73391,0.20509,0.20974,0.1178,0.04598,2.40961,2.86434,2.08841,0.0011024,0.0011024,0.0011024
70,710.219,2.02206,2.47842,1.71944,0.20766,0.17228,0.10925,0.04313,2.42023,2.90536,2.13618,0.0010892,0.0010892,0.0010892
71,720.329,2.05876,2.53844,1.73943,0.21827,0.20599,0.12182,0.0466,2.38695,2.87966,2.14588,0.001076,0.001076,0.001076
72,730.405,2.05191,2.53467,1.76045,0.27268,0.20225,0.13608,0.05188,2.36199,2.9011,2.11528,0.0010628,0.0010628,0.0010628
73,740.473,2.0286,2.49952,1.7331,0.25797,0.20974,0.10648,0.04208,2.41061,2.98313,2.15444,0.0010496,0.0010496,0.0010496
74,750.589,2.02208,2.46193,1.71922,0.233,0.21348,0.10469,0.03957,2.37933,2.97656,2.1398,0.0010364,0.0010364,0.0010364
75,760.741,2.0357,2.48414,1.7327,0.2156,0.19476,0.11701,0.04229,2.4153,2.87398,2.12691,0.0010232,0.0010232,0.0010232
76,770.887,1.99226,2.42323,1.71478,0.22558,0.22846,0.11796,0.04467,2.40253,2.83872,2.11778,0.00101,0.00101,0.00101
77,780.957,2.00078,2.46628,1.71677,0.25139,0.17228,0.12761,0.05145,2.43722,2.92089,2.13618,0.0009968,0.0009968,0.0009968
78,791.102,1.93817,2.35593,1.6708,0.22896,0.20974,0.12285,0.04769,2.42587,2.91704,2.16764,0.0009836,0.0009836,0.0009836
79,801.082,1.98676,2.38429,1.6946,0.23912,0.18352,0.12021,0.04863,2.38652,2.88711,2.16317,0.0009704,0.0009704,0.0009704
80,811.11,1.97623,2.42203,1.71013,0.20087,0.20599,0.11785,0.04338,2.40567,2.91913,2.12696,0.0009572,0.0009572,0.0009572
81,821.447,1.98299,2.44475,1.70579,0.24874,0.19476,0.11748,0.04346,2.43132,2.91069,2.13886,0.000944,0.000944,0.000944
82,831.529,1.95853,2.37315,1.66011,0.21992,0.20599,0.11337,0.04505,2.34166,2.88821,2.0603,0.0009308,0.0009308,0.0009308
83,841.627,1.95056,2.38581,1.67818,0.21442,0.22846,0.12705,0.04997,2.34568,2.86579,2.12687,0.0009176,0.0009176,0.0009176
84,851.618,1.93711,2.37075,1.66237,0.24428,0.1985,0.14074,0.05431,2.42,2.86485,2.16907,0.0009044,0.0009044,0.0009044
85,861.741,1.99408,2.42634,1.71726,0.24137,0.22097,0.12364,0.05613,2.37233,2.82563,2.12489,0.0008912,0.0008912,0.0008912
86,871.764,1.9085,2.34067,1.65721,0.22544,0.18352,0.11103,0.04708,2.36933,2.87201,2.08417,0.000878,0.000878,0.000878
87,881.665,1.9081,2.3027,1.63202,0.22799,0.23221,0.11814,0.04613,2.39636,2.87302,2.13585,0.0008648,0.0008648,0.0008648
88,891.703,1.91853,2.33662,1.64354,0.22955,0.22846,0.12813,0.04811,2.40434,2.85163,2.12755,0.0008516,0.0008516,0.0008516
89,901.668,1.92547,2.33672,1.65733,0.22731,0.24719,0.11478,0.03947,2.41527,2.86644,2.16943,0.0008384,0.0008384,0.0008384
90,911.635,1.92308,2.30588,1.67091,0.22072,0.23596,0.10631,0.04166,2.44753,2.89518,2.14755,0.0008252,0.0008252,0.0008252
91,921.724,1.94412,2.36098,1.66026,0.23419,0.24345,0.12416,0.05118,2.37883,2.89082,2.09431,0.000812,0.000812,0.000812
92,931.812,1.84364,2.25972,1.61607,0.23282,0.25094,0.12859,0.04759,2.37927,2.84685,2.15646,0.0007988,0.0007988,0.0007988
93,941.855,1.93304,2.33127,1.64533,0.24449,0.20974,0.12451,0.04851,2.41953,2.88246,2.12027,0.0007856,0.0007856,0.0007856
94,952.16,1.89665,2.29174,1.61928,0.2247,0.21348,0.12475,0.044,2.41295,2.89399,2.16265,0.0007724,0.0007724,0.0007724
95,962.202,1.90739,2.27639,1.64281,0.19969,0.26217,0.12157,0.04674,2.44162,2.85195,2.17703,0.0007592,0.0007592,0.0007592
96,972.261,1.86458,2.22441,1.62778,0.22984,0.21723,0.12695,0.05056,2.44953,2.91181,2.13264,0.000746,0.000746,0.000746
97,982.282,1.87394,2.27516,1.64548,0.26362,0.23221,0.12787,0.04988,2.42152,2.90864,2.15189,0.0007328,0.0007328,0.0007328
98,992.296,1.85546,2.22221,1.62192,0.27843,0.20974,0.13811,0.05052,2.39918,2.8926,2.19382,0.0007196,0.0007196,0.0007196
99,1002.43,1.86671,2.2197,1.62134,0.22882,0.20974,0.1275,0.0496,2.40963,2.88842,2.13082,0.0007064,0.0007064,0.0007064
100,1012.6,1.85018,2.18904,1.62121,0.23343,0.19476,0.12472,0.05074,2.41295,2.87579,2.16249,0.0006932,0.0006932,0.0006932
101,1022.64,1.85895,2.22574,1.62038,0.23854,0.20599,0.1396,0.05193,2.40149,2.81874,2.10563,0.00068,0.00068,0.00068
102,1032.7,1.83323,2.19429,1.60731,0.25917,0.2397,0.13517,0.04755,2.4089,2.87603,2.12723,0.0006668,0.0006668,0.0006668
103,1042.84,1.87056,2.27287,1.64021,0.23509,0.24719,0.13181,0.04656,2.46102,2.85304,2.17811,0.0006536,0.0006536,0.0006536
104,1052.91,1.8513,2.20911,1.61784,0.24619,0.25468,0.13415,0.04381,2.44162,2.90767,2.16235,0.0006404,0.0006404,0.0006404
105,1063.02,1.8454,2.19077,1.61795,0.24738,0.22529,0.12335,0.0483,2.47531,2.93433,2.14164,0.0006272,0.0006272,0.0006272
106,1073.23,1.83331,2.20146,1.60226,0.24275,0.18727,0.10919,0.04273,2.47019,2.94148,2.17569,0.000614,0.000614,0.000614
107,1083.39,1.77763,2.12183,1.57092,0.26687,0.20974,0.12401,0.04475,2.42039,2.89909,2.13759,0.0006008,0.0006008,0.0006008
108,1093.56,1.83967,2.19587,1.61019,0.28333,0.22846,0.13575,0.04677,2.43868,2.84722,2.15701,0.0005876,0.0005876,0.0005876
109,1103.91,1.81582,2.19675,1.5816,0.24982,0.24322,0.15223,0.05973,2.4061,2.85389,2.16993,0.0005744,0.0005744,0.0005744
110,1114.04,1.85203,2.17882,1.61545,0.25719,0.22472,0.12931,0.04699,2.44673,2.96286,2.1974,0.0005612,0.0005612,0.0005612
111,1124.19,1.81427,2.15233,1.59802,0.28986,0.19476,0.1202,0.04541,2.45841,2.92984,2.19446,0.000548,0.000548,0.000548
112,1134.28,1.78361,2.10272,1.56923,0.26264,0.22846,0.12981,0.0468,2.41505,2.90445,2.18173,0.0005348,0.0005348,0.0005348
113,1144.45,1.79345,2.11501,1.58604,0.25516,0.22472,0.1319,0.05069,2.42498,2.88888,2.17994,0.0005216,0.0005216,0.0005216
114,1154.59,1.77273,2.10541,1.56544,0.25727,0.20974,0.12815,0.04587,2.42083,2.87492,2.16882,0.0005084,0.0005084,0.0005084
115,1164.76,1.75422,2.06876,1.55871,0.25458,0.24719,0.12978,0.04683,2.42082,2.86417,2.18804,0.0004952,0.0004952,0.0004952
116,1174.9,1.76411,2.12031,1.56833,0.22581,0.23596,0.12796,0.04701,2.45039,2.8171,2.18201,0.000482,0.000482,0.000482
117,1185.04,1.78877,2.10765,1.56068,0.23223,0.2397,0.13398,0.04955,2.44984,2.84547,2.18906,0.0004688,0.0004688,0.0004688
118,1195.12,1.75597,2.08453,1.56218,0.2457,0.23221,0.12319,0.04508,2.44062,2.87972,2.20299,0.0004556,0.0004556,0.0004556
119,1205.26,1.75318,2.06456,1.54773,0.25488,0.22846,0.12519,0.04548,2.49014,2.87428,2.23488,0.0004424,0.0004424,0.0004424
