epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,3197.07,2.07254,1.91073,2.31949,0.22404,0.27967,0.13312,0.04595,2.84673,2.82907,2.99363,0.00116487,0.00116487,0.00116487
38,3280.01,2.04306,1.87151,2.29612,0.23228,0.26667,0.14254,0.04952,2.85973,2.9026,2.97917,0.00112636,0.00112636,0.00112636
39,3363.13,2.03392,1.86933,2.30136,0.23674,0.31301,0.17314,0.0594,2.7596,2.65618,2.9913,0.00108767,0.00108767,0.00108767
40,3446.21,2.00633,1.81325,2.27159,0.23809,0.24959,0.14924,0.04735,2.92276,2.91117,3.0415,0.00104887,0.00104887,0.00104887
41,3529.21,2.00933,1.79978,2.27984,0.24421,0.27073,0.15377,0.05359,2.81224,2.73683,2.98763,0.00101,0.00101,0.00101
42,3612.45,1.98167,1.78544,2.2485,0.24157,0.2878,0.14789,0.04959,2.82753,2.77138,3.00089,0.000971133,0.000971133,0.000971133
43,3695.32,1.97793,1.75774,2.24828,0.27122,0.29431,0.17924,0.05933,2.8507,2.66461,3.06978,0.000932325,0.000932325,0.000932325
44,3778.59,1.92809,1.70704,2.21313,0.27935,0.30732,0.18968,0.05972,2.89165,2.75064,3.08325,0.000893638,0.000893638,0.000893638
45,3862.02,1.92439,1.70869,2.19831,0.29864,0.27398,0.18676,0.05999,2.88879,2.70023,3.16293,0.00085513,0.00085513,0.00085513
46,3945.31,1.91059,1.68024,2.18714,0.25145,0.29837,0.16084,0.05051,2.87658,2.76919,3.11341,0.000816861,0.000816861,0.000816861
47,4028.42,1.90078,1.66326,2.17984,0.26074,0.2878,0.1624,0.05222,2.90141,2.70296,3.17638,0.000778889,0.000778889,0.000778889
48,4111.71,1.85845,1.63196,2.14071,0.25235,0.30732,0.16027,0.04992,2.88647,2.78955,3.1018,0.000741274,0.000741274,0.000741274
49,4195.13,1.8516,1.59219,2.14654,0.2568,0.3,0.17625,0.05789,2.88182,2.69271,3.13042,0.000704073,0.000704073,0.000704073
50,4278.3,1.82738,1.56864,2.12087,0.22603,0.28618,0.14144,0.04374,3.0568,2.83995,3.35848,0.000667344,0.000667344,0.000667344
51,4361.4,1.8162,1.54511,2.10612,0.24977,0.29675,0.17513,0.05609,2.93798,2.74493,3.17951,0.000631143,0.000631143,0.000631143
52,4444.18,1.8023,1.528,2.09612,0.24711,0.27073,0.14652,0.04583,2.93337,2.80874,3.2162,0.000595527,0.000595527,0.000595527
53,4527.36,1.78158,1.49433,2.08595,0.25592,0.27317,0.15977,0.05035,3.01297,2.96166,3.34106,0.000560549,0.000560549,0.000560549
54,4610.71,1.77201,1.49582,2.07375,0.24689,0.29675,0.15072,0.04825,2.94764,2.81598,3.25832,0.000526265,0.000526265,0.000526265
55,4693.88,1.7288,1.44904,2.03951,0.24801,0.3,0.15541,0.05008,2.98878,2.85253,3.29102,0.000492726,0.000492726,0.000492726
56,4776.76,1.7137,1.44625,2.01748,0.28264,0.27073,0.16018,0.05028,2.96472,2.87389,3.29166,0.000459985,0.000459985,0.000459985
57,4860.18,1.6953,1.42107,2.01667,0.26832,0.29593,0.16168,0.05126,2.96151,2.9112,3.27712,0.000428093,0.000428093,0.000428093
58,4943.44,1.66885,1.37873,1.99592,0.26169,0.2813,0.16285,0.05045,2.99797,2.84869,3.35792,0.000397097,0.000397097,0.000397097
59,5026.82,1.66618,1.37221,1.99366,0.25216,0.29187,0.1611,0.05033,3.00604,2.92585,3.35014,0.000367046,0.000367046,0.000367046
60,5110.35,1.65057,1.35278,1.98191,0.2867,0.26992,0.16262,0.051,3.00291,2.88729,3.37831,0.000337987,0.000337987,0.000337987
61,5193.71,1.62483,1.33202,1.95735,0.29496,0.2748,0.16515,0.05179,3.06587,2.95937,3.46776,0.000309964,0.000309964,0.000309964
62,5277.03,1.61009,1.30025,1.94491,0.26767,0.27886,0.16138,0.05154,3.02084,2.91048,3.43248,0.000283021,0.000283021,0.000283021
63,5360.51,1.58865,1.28677,1.93695,0.27659,0.27317,0.15796,0.04939,3.06061,2.96628,3.49428,0.000257198,0.000257198,0.000257198
64,5444.15,1.57498,1.26421,1.91184,0.27449,0.29512,0.16623,0.05175,3.06727,2.98574,3.52552,0.000232536,0.000232536,0.000232536
65,5527.59,1.55724,1.25894,1.90627,0.2552,0.29975,0.1603,0.04923,3.06948,3.04652,3.54717,0.000209073,0.000209073,0.000209073
66,5611.68,1.56012,1.23602,1.90971,0.25691,0.30325,0.16008,0.05065,3.07762,3.01088,3.53575,0.000186845,0.000186845,0.000186845
67,5695.2,1.53206,1.2329,1.88926,0.28102,0.27677,0.16177,0.05035,3.07631,2.99273,3.56257,0.000165886,0.000165886,0.000165886
68,5778.57,1.5228,1.20361,1.88252,0.27213,0.27724,0.15274,0.04752,3.11761,3.02652,3.66627,0.000146229,0.000146229,0.000146229
69,5861.88,1.51763,1.18656,1.87278,0.28537,0.27967,0.16141,0.05032,3.0953,2.98945,3.62244,0.000127904,0.000127904,0.000127904
70,5945.31,1.50657,1.19679,1.87056,0.29318,0.26341,0.16157,0.05179,3.0788,2.99125,3.59546,0.000110938,0.000110938,0.000110938
71,6028.55,1.50197,1.18538,1.8659,0.2609,0.29919,0.15949,0.05018,3.1057,3.00061,3.61718,9.53593e-05,9.53593e-05,9.53593e-05
72,6112.06,1.47421,1.16,1.83472,0.27362,0.27967,0.16138,0.04987,3.14165,3.06975,3.69812,8.11906e-05,8.11906e-05,8.11906e-05
73,6195.41,1.4838,1.1731,1.85414,0.27023,0.29024,0.15943,0.04949,3.10349,3.03859,3.64589,6.8454e-05,6.8454e-05,6.8454e-05
74,6278.62,1.46341,1.13868,1.83682,0.27312,0.28715,0.15797,0.04931,3.11058,3.04527,3.66657,5.71693e-05,5.71693e-05,5.71693e-05
75,6361.82,1.47923,1.15816,1.84864,0.27317,0.27316,0.15461,0.04784,3.10889,3.06762,3.6491,4.73538e-05,4.73538e-05,4.73538e-05
