epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,4658.18,1.9786,1.78729,2.31585,0.23485,0.27724,0.13572,0.04481,2.71572,3.74605,2.97542,0.000971133,0.000971133,0.000971133
43,4766.6,1.98495,1.7586,2.31131,0.24341,0.25935,0.13931,0.04546,2.94229,3.94455,3.24393,0.000932325,0.000932325,0.000932325
44,4874.39,1.96168,1.75606,2.29958,0.23149,0.27012,0.13228,0.04402,2.74744,3.70221,3.05381,0.000893638,0.000893638,0.000893638
45,4982.15,1.93572,1.70404,2.27744,0.25853,0.27317,0.14951,0.04973,2.8592,4.23753,3.13757,0.00085513,0.00085513,0.00085513
46,5089.93,1.92176,1.69714,2.26381,0.2356,0.29024,0.14625,0.04629,2.89303,4.10811,3.19982,0.000816861,0.000816861,0.000816861
47,5197.93,1.89114,1.65941,2.24188,0.24606,0.26504,0.14331,0.04704,2.77621,3.59543,3.09363,0.000778889,0.000778889,0.000778889
48,5305.81,1.88501,1.63595,2.23334,0.22312,0.29675,0.14016,0.04381,2.92771,4.06094,3.36451,0.000741274,0.000741274,0.000741274
49,5413.8,1.86949,1.62494,2.22217,0.25621,0.28537,0.14627,0.047,2.83479,3.94499,3.14212,0.000704073,0.000704073,0.000704073
50,5521.44,1.83569,1.59956,2.19685,0.26604,0.26585,0.14506,0.04356,2.92134,3.85651,3.35208,0.000667344,0.000667344,0.000667344
51,5628.94,1.83076,1.55655,2.18397,0.27415,0.28537,0.14447,0.04543,2.80534,3.99589,3.16346,0.000631143,0.000631143,0.000631143
52,5736.68,1.80494,1.52175,2.15537,0.26619,0.25772,0.13489,0.04296,3.02137,3.92985,3.48535,0.000595527,0.000595527,0.000595527
53,5844.07,1.78099,1.51465,2.13941,0.2789,0.2748,0.14376,0.04456,2.84028,3.90967,3.15292,0.000560549,0.000560549,0.000560549
54,5951.73,1.76732,1.4869,2.13627,0.26288,0.25447,0.14507,0.04489,2.94935,4.16358,3.3111,0.000526265,0.000526265,0.000526265
55,6059.24,1.74941,1.45633,2.11374,0.24145,0.28618,0.14376,0.04275,2.97587,3.84312,3.44497,0.000492726,0.000492726,0.000492726
56,6166.77,1.71883,1.43346,2.09168,0.25354,0.28943,0.14001,0.04539,2.97194,4.28243,3.46205,0.000459985,0.000459985,0.000459985
